"Name","Platform","Rank","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","metascore","userscore","date"
"MotorStorm: Arctic Edge","PSP",2012,"2009","Racing","Sony Computer Entertainment",0.16,0.58,0,0.3,1.04,NA,NA,NA
"MotorStorm: Pacific Rift","PS3",1419,"2008","Racing","Sony Computer Entertainment",0.43,0.67,0.02,0.26,1.37,82,"8","Oct 28, 2008"
"Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore","DS",15283,"2008","Misc","Benesse",0,0,0.02,0,0.02,NA,NA,NA
"Motto NUGA-CEL!","PSP",15553,"2010","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,NA
"Motto TOEIC Test DS Training","DS",13769,"2008","Misc","IE Institute",0,0,0.04,0,0.04,NA,NA,NA
"Motto! SoniComi","PS3",15196,"2014","Simulation","Kadokawa Games",0,0,0.02,0,0.02,NA,NA,NA
"Motto! Stitch! DS Rhythm de Rakugaki Daisakusen","DS",11578,"2010","Misc","Disney Interactive Studios",0,0,0.08,0,0.08,NA,NA,NA
"Moujuutsukai to Oujisama","PS2",15773,"2010","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,NA
"Moujuutsukai to Oujisama Portable","PSP",15217,"2011","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,NA
"Moujuutsukai to Oujisama: Snow Bride","PS2",15296,"2011","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,NA
"Moujuutsukai to Oujisama: Snow Bride Portable","PSP",15132,"2012","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,NA
"Mount & Blade","PC",15177,"2008","Role-Playing","Paradox Interactive",0,0.02,0,0,0.02,72,"8.6","Sep 16, 2008"
"Mount & Blade Collection","PC",15455,"2012","Role-Playing","Paradox Interactive",0,0.02,0,0,0.02,NA,NA,NA
"Mount & Blade: Warband","PC",15436,"2010","Role-Playing","Paradox Interactive",0.01,0.01,0,0,0.02,78,"8.8","Mar 30, 2010"
"Mountain Bike Adrenaline","PS2",12917,"N/A","Sports","Unknown",0.03,0.02,0,0.01,0.05,NA,NA,NA
"Mountain King","2600",5775,"1982","Action","CBS Electronics",0.29,0.02,0,0,0.31,NA,NA,NA
"Mountain Sports","Wii",9777,"2009","Sports","Activision",0.11,0,0,0.01,0.12,NA,NA,NA
"Mouse Trap","2600",4786,"1981","Action","Coleco",0.38,0.02,0,0,0.4,NA,NA,NA
"Mousetrap / Operation / Simon","GBA",8439,"2005","Misc","DSI Games",0.12,0.04,0,0,0.17,NA,NA,NA
"Move Fitness","PS3",7183,"N/A","Sports","Sony Computer Entertainment",0,0.17,0,0.05,0.22,NA,NA,NA
"Moxie Girlz","DS",11913,"2011","Misc","GameMill Entertainment",0.07,0,0,0,0.07,NA,NA,NA
"Moyashimon DS","DS",14868,"2009","Action","Takara Tomy",0,0,0.03,0,0.03,NA,NA,NA
"Mr Bean's Wacky World of Wii","Wii",12979,"2009","Adventure","Blast! Entertainment Ltd",0,0.05,0,0,0.05,NA,NA,NA
"Mr. Do!","2600",6267,"1982","Action","Coleco",0.26,0.02,0,0,0.27,NA,NA,NA
"Mr. Do!'s Castle","2600",8459,"1983","Action","Parker Bros.",0.15,0.01,0,0,0.17,NA,NA,NA
"Mr. Driller","PS",13977,"1999","Puzzle","Namco Bandai Games",0.02,0.01,0,0,0.04,NA,NA,NA
"Mr. Driller 2","GBA",8646,"2001","Puzzle","Namco Bandai Games",0,0,0.15,0,0.16,62,"tbd","Apr 10, 2005"
"Mr. Driller: Drill Spirits","DS",9115,"2004","Puzzle","Nintendo",0.08,0,0.05,0.01,0.14,70,"8","Nov 30, 2004"
"MRC: Multi-Racing Championship","N64",6690,"1997","Racing","Ocean",0.2,0.05,0,0,0.25,NA,NA,NA
"Ms Saga: A New Dawn","PS2",13236,"2005","Role-Playing","Namco Bandai Games",0.02,0.02,0,0.01,0.05,NA,NA,NA
"Ms. Pac-Man","2600",1108,"1981","Puzzle","Atari",1.54,0.1,0,0.02,1.65,NA,NA,NA
"Ms. Pac-Man Maze Madness","GBA",3566,"2004","Puzzle","Zoo Digital Publishing",0.4,0.15,0,0.01,0.56,NA,NA,NA
"Ms. Pac-Man Maze Madness","PS",4450,"2000","Puzzle","Namco Bandai Games",0.25,0.17,0,0.03,0.44,NA,NA,NA
"Ms. Pac-Man: Maze Madness","N64",7229,"2000","Puzzle","Namco Bandai Games",0.18,0.04,0,0,0.22,NA,NA,NA
"Ms. Pac-Man: Maze Madness / Pac-Man World","GBA",6857,"2005","Puzzle","Namco Bandai Games",0.17,0.06,0,0,0.24,NA,NA,NA
"MTV Celebrity Deathmatch","PS2",2695,"2003","Fighting","Gotham Games",0.37,0.29,0,0.1,0.76,NA,NA,NA
"MTV Celebrity Deathmatch","XB",7354,"2003","Fighting","Gotham Games",0.16,0.05,0,0.01,0.21,NA,NA,NA
"MTV Music Generator","PS",4204,"1999","Misc","Codemasters",0.26,0.18,0,0.03,0.47,NA,NA,NA
"MTV Music Generator 2","PS2",8734,"2001","Misc","Codemasters",0.08,0.06,0,0.02,0.15,77,"8.4","May 19, 2001"
"MTV Music Generator 3: This Is the Remix","PS2",9074,"2004","Misc","Codemasters",0.07,0.05,0,0.02,0.14,79,"8.6","Jun 22, 2004"
"MTV Music Generator 3: This Is the Remix","XB",11733,"2004","Misc","Codemasters",0.06,0.02,0,0,0.08,NA,NA,NA
"MTV Sports: Pure Ride","PS",9843,"2000","Sports","THQ",0.07,0.05,0,0.01,0.12,70,"tbd","Sep 30, 2000"
"MTX Mototrax","PS2",6595,"2004","Racing","Activision",0.13,0.1,0,0.03,0.26,77,"8.1","Mar 2, 2004"
"MTX Mototrax","PSP",13193,"2006","Racing","Activision",0.04,0,0,0,0.05,67,"tbd","Jun 28, 2006"
"MTX Mototrax","XB",10737,"2004","Racing","Activision",0.07,0.02,0,0,0.1,NA,NA,NA
"Mucha Lucha! Mascaritas of the Lost Code","GBA",11847,"2003","Fighting","Ubisoft",0.05,0.02,0,0,0.07,26,"4.3","Nov 18, 2003"
"Muchi Muchi Pork & Pink Sweets","X360",15507,"2011","Shooter","Cave",0,0,0.02,0,0.02,NA,NA,NA
"Mugen Keitai Disgaea","PS2",11075,"2007","Role-Playing","Tecmo Koei",0,0,0.09,0,0.09,NA,NA,NA
"Mugen no Frontier: Super Robot Taisen OG Saga EXCEED","DS",9709,"2010","Role-Playing","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,NA
"Mugen Souls","PS3",8658,"2012","Role-Playing","Nippon Ichi Software",0.04,0.03,0.08,0.01,0.16,55,"7.4","Oct 16, 2012"
"Mugen Souls Z","PS3",11840,"2013","Role-Playing","Nippon Ichi Software",0.02,0.01,0.04,0.01,0.07,57,"6.3","May 20, 2014"
"Muppet RaceMania","PS",8718,"1999","Racing","Sony Computer Entertainment",0.09,0.06,0,0.01,0.15,NA,NA,NA
"Muppets Party Cruise","GC",15184,"2003","Misc","TDK Mediactive",0.02,0,0,0,0.02,NA,NA,NA
"Muppets Party Cruise","PS2",12421,"2003","Misc","TDK Mediactive",0.03,0.02,0,0.01,0.06,61,"8.3","Nov 13, 2003"
"Murakumo: Renegade Mech Pursuit","XB",10112,"2002","Shooter","From Software",0.04,0.01,0.06,0,0.11,NA,NA,NA
"Muramasa: The Demon Blade","PSV",6532,"2013","Role-Playing","Marvelous Entertainment",0.13,0,0.1,0.03,0.26,NA,NA,NA
"Muramasa: The Demon Blade","Wii",3285,"2009","Role-Playing","Rising Star Games",0.33,0.13,0.11,0.04,0.61,NA,NA,NA
"Murder in Venice","DS",10702,"2011","Adventure","City Interactive",0.06,0.03,0,0.01,0.1,NA,NA,NA
"Murder, She Wrote","PC",12862,"2009","Adventure","Focus Home Interactive",0,0.04,0,0.01,0.05,NA,NA,NA
"Murdered: Soul Suspect","PC",12690,"2014","Action","Square Enix",0,0.05,0,0.01,0.06,59,"7.3","Jun 3, 2014"
"Murdered: Soul Suspect","PS3",8767,"2014","Action","Square Enix",0.05,0.06,0.02,0.02,0.15,NA,NA,NA
"Murdered: Soul Suspect","PS4",5615,"2014","Action","Square Enix",0.09,0.16,0.02,0.05,0.32,59,"6.9","Jun 3, 2014"
"Murdered: Soul Suspect","X360",10308,"2014","Action","Square Enix",0.06,0.04,0,0.01,0.11,NA,NA,NA
"Murdered: Soul Suspect","XOne",8574,"2014","Action","Square Enix",0.08,0.07,0,0.01,0.16,NA,NA,NA
"Musashi: Samurai Legend","PS2",8844,"2005","Role-Playing","Atari",0.07,0.06,0,0.02,0.15,64,"8","Mar 15, 2005"
"Mushi Bugyou","3DS",16538,"2013","Action","Namco Bandai Games",0,0,0.01,0,0.01,NA,NA,NA
"Mushihimesama","X360",15512,"2012","Action","Cave",0,0,0.02,0,0.02,NA,NA,NA
"Mushihimesama Futari Ver 1.5","X360",14366,"2009","Shooter","Cave",0,0,0.03,0,0.03,NA,NA,NA
"Mushishi: Amefuru Sato","DS",15399,"2008","Simulation","Marvelous Interactive",0,0,0.02,0,0.02,NA,NA,NA
"Mushroom Men: Rise of the Fungi","DS",10269,"2008","Action","SouthPeak Games",0.1,0,0,0.01,0.11,45,"6.1","Dec 2, 2008"
"Mushroom Men: The Spore Wars","Wii",7924,"2008","Action","SouthPeak Games",0.17,0.01,0,0.01,0.19,NA,NA,NA
"Music Maker","PS2",5799,"2001","Misc","Magix",0.15,0.12,0,0.04,0.31,NA,NA,NA
"Music Maker: Rockstar","PS2",13997,"2009","Misc","Magix",0.02,0.01,0,0,0.04,NA,NA,NA
"Musou Orochi Z","PS3",7069,"2009","Action","Tecmo Koei",0,0,0.23,0,0.23,NA,NA,NA
"Musou Tourou","PSP",16316,"2009","Strategy","Nippon Ichi Software",0,0,0.01,0,0.01,NA,NA,NA
"Muv-Luv Alternative","PS3",16483,"2012","Simulation","5pb",0,0,0.01,0,0.01,NA,NA,NA
"Muv-Luv Alternative: Total Eclipse","PS3",14530,"2013","Simulation","5pb",0,0,0.03,0,0.03,NA,NA,NA
"MuvLuv Double Pack","PSV",15888,"2016","Adventure","5pb",0,0,0.02,0,0.02,NA,NA,NA
"MVP 06 NCAA Baseball","PS2",2757,"2006","Sports","Electronic Arts",0.62,0.02,0,0.1,0.75,76,"8.7","Jan 18, 2006"
"MVP 06 NCAA Baseball","XB",5406,"2006","Sports","Electronic Arts",0.25,0.07,0,0.01,0.34,NA,NA,NA
"MVP Baseball","PSP",7369,"2005","Sports","Electronic Arts",0.2,0,0,0.02,0.21,67,"7.7","May 18, 2005"
"MVP Baseball 2003","PS2",1991,"2003","Sports","Electronic Arts",0.51,0.4,0,0.13,1.04,81,"8.9","Mar 10, 2003"
"MVP Baseball 2003","XB",7611,"2003","Sports","Electronic Arts",0.15,0.04,0,0.01,0.2,NA,NA,NA
"MVP Baseball 2004","GC",6608,"2004","Sports","Electronic Arts",0.2,0.05,0,0.01,0.26,89,"8.5","Mar 9, 2004"
"MVP Baseball 2004","PS2",1466,"2004","Sports","Electronic Arts",1.1,0.06,0,0.18,1.34,90,"8.6","Mar 9, 2004"
"MVP Baseball 2004","XB",3408,"2004","Sports","Electronic Arts",0.44,0.13,0,0.02,0.59,NA,NA,NA
"MVP Baseball 2005","GC",5547,"2005","Sports","Electronic Arts",0.25,0.07,0,0.01,0.33,88,"8.7","Feb 22, 2005"
"MVP Baseball 2005","PS2",1217,"2005","Sports","Electronic Arts",1.26,0.07,0,0.21,1.54,87,"8.6","Feb 22, 2005"
"MVP Baseball 2005","XB",2210,"2005","Sports","Electronic Arts",0.7,0.2,0,0.03,0.94,NA,NA,NA
"MX 2002 Featuring Ricky Carmichael","GBA",8684,"2001","Racing","THQ",0.11,0.04,0,0,0.16,NA,NA,NA
"MX 2002 Featuring Ricky Carmichael","PS2",3624,"2001","Racing","THQ",0.27,0.21,0,0.07,0.56,76,"8.5","Jul 3, 2001"
"MX 2002 Featuring Ricky Carmichael","XB",9460,"2001","Racing","THQ",0.1,0.03,0,0,0.13,NA,NA,NA
"MX SuperFly featuring Ricky Carmichael","GC",10988,"2002","Racing","THQ",0.07,0.02,0,0,0.09,NA,NA,NA
"MX SuperFly featuring Ricky Carmichael","PS2",6172,"2002","Racing","THQ",0.14,0.11,0,0.04,0.28,NA,NA,NA
"MX SuperFly featuring Ricky Carmichael","XB",10808,"2002","Racing","THQ",0.07,0.02,0,0,0.1,NA,NA,NA
"MX Unleashed","PS2",901,"2004","Racing","THQ",0.94,0.73,0,0.25,1.92,80,"8.8","Feb 17, 2004"
"MX Unleashed","XB",4464,"2004","Racing","THQ",0.34,0.08,0,0.02,0.44,NA,NA,NA
"MX vs. ATV Reflex","DS",9118,"2009","Racing","THQ",0.13,0,0,0.01,0.14,NA,NA,NA
"MX vs. ATV Reflex","PS3",2286,"2009","Racing","THQ",0.52,0.26,0,0.12,0.91,74,"7.6","Dec 1, 2009"
"MX vs. ATV Reflex","PSP",6866,"2009","Racing","THQ",0.18,0.03,0,0.03,0.24,NA,NA,NA
"MX vs. ATV Reflex","X360",2821,"2009","Racing","THQ",0.52,0.15,0,0.06,0.73,75,"6.3","Dec 1, 2009"
"MX vs. ATV Supercross","PS3",14185,"2014","Racing","Nordic Games",0.02,0.01,0,0.01,0.03,NA,NA,NA
"MX vs. ATV Supercross","X360",11285,"2014","Racing","Nordic Games",0.03,0.05,0,0.01,0.08,NA,NA,NA
"MX vs. ATV Supercross Encore","PS4",12784,"2015","Sports","Nordic Games",0,0.05,0,0.01,0.06,42,"3.8","Oct 27, 2015"
"MX vs. ATV Supercross Encore","XOne",15730,"2015","Sports","Nordic Games",0.02,0,0,0,0.02,NA,NA,NA
"MX vs. ATV Unleashed","PS2",2015,"2005","Racing","THQ",0.86,0.03,0,0.14,1.03,79,"8.5","Mar 16, 2005"
"MX vs. ATV Unleashed","XB",4844,"2005","Racing","THQ",0.32,0.07,0,0.01,0.4,NA,NA,NA
"MX vs. ATV Unleashed: On the Edge","PSP",2954,"2006","Racing","THQ",0.64,0,0,0.05,0.69,68,"8.1","Feb 27, 2006"
"MX vs. ATV Untamed","DS",9836,"2007","Racing","THQ",0.11,0,0,0.01,0.12,61,"tbd","Dec 17, 2007"
"MX vs. ATV Untamed","PS2",5048,"2007","Racing","THQ",0.32,0.01,0,0.05,0.38,53,"8.5","Dec 17, 2007"
"MX vs. ATV Untamed","PS3",4230,"2007","Racing","THQ",0.35,0.06,0,0.05,0.46,67,"6.1","Dec 17, 2007"
"MX vs. ATV Untamed","PSP",3125,"2007","Racing","THQ",0.35,0.18,0,0.12,0.65,59,"7.5","Dec 17, 2007"
"MX vs. ATV Untamed","Wii",5401,"2008","Racing","THQ",0.29,0.03,0,0.03,0.34,NA,NA,NA
"MX vs. ATV Untamed","X360",2968,"2007","Racing","THQ",0.55,0.08,0,0.06,0.69,70,"6.8","Dec 17, 2007"
"MX vs. ATV: Alive","PS3",4219,"2011","Racing","THQ",0.24,0.15,0,0.07,0.47,NA,NA,NA
"MX vs. ATV: Alive","X360",3628,"2011","Racing","THQ",0.37,0.14,0,0.05,0.56,NA,NA,NA
"MX World Tour Featuring Jamie Little","PS2",8289,"2005","Racing","Play It",0.08,0.07,0,0.02,0.17,NA,NA,NA
"MX World Tour Featuring Jamie Little","XB",14115,"2005","Racing","Crave Entertainment",0.03,0.01,0,0,0.03,NA,NA,NA
"MXGP 2","PC",16326,"2016","Racing","Milestone S.r.l.",0,0.01,0,0,0.01,NA,NA,NA
"MXGP 2","PS4",11522,"2016","Racing","Milestone S.r.l.",0.02,0.05,0,0.01,0.08,NA,NA,NA
"MXGP 2","XOne",13176,"2016","Racing","Milestone S.r.l.",0.02,0.02,0,0,0.05,NA,NA,NA
"MXRider","PS2",5435,"2001","Racing","Atari",0.16,0.13,0,0.04,0.34,69,"7.3","Oct 30, 2001"
"My Amusement Park","DS",12175,"2010","Misc","Scholastic Inc.",0.06,0,0,0,0.07,NA,NA,NA
"My Animal Centre","Wii",14735,"2009","Simulation","Deep Silver",0,0.02,0,0,0.03,NA,NA,NA
"My Baby 3 & Friends","DS",8536,"2010","Simulation","Majesco Entertainment",0.13,0.02,0,0.01,0.16,NA,NA,NA
"My Baby Boy","DS",5414,"2008","Simulation","Nobilis",0.3,0.02,0,0.03,0.34,NA,NA,NA
"My Baby Girl","DS",2678,"2008","Simulation","Nobilis",0.61,0.1,0,0.06,0.77,NA,NA,NA
"My Baby: First Steps","DS",5532,"2009","Simulation","SouthPeak Games",0.28,0.03,0,0.02,0.33,NA,NA,NA
"My Baby: First Steps","Wii",9412,"2009","Simulation","SouthPeak Games",0.12,0,0,0.01,0.13,NA,NA,NA
"My Ballet Studio","DS",15745,"2009","Simulation","505 Games",0.01,0,0,0,0.02,NA,NA,NA
"My Ballet Studio","Wii",14798,"2009","Simulation","505 Games",0.02,0,0,0,0.03,NA,NA,NA
"My Body Coach","Wii",13124,"2009","Sports","Big Ben Interactive",0,0.04,0,0.01,0.05,NA,NA,NA
"My Boyfriend","DS",10336,"2008","Simulation","DTP Entertainment",0.1,0,0,0.01,0.11,NA,NA,NA
"My Chinese Coach","DS",9791,"2008","Misc","Ubisoft",0.11,0.01,0,0.01,0.12,NA,NA,NA
"My DoItAll","DS",14851,"2009","Misc","Tomy Corporation",0.02,0,0,0,0.03,NA,NA,NA
"My Dress-Up","DS",12034,"2008","Misc","Oxygen Interactive",0.06,0.01,0,0.01,0.07,NA,NA,NA
"My English Coach: Para Hispanoparlantes","DS",11405,"2009","Misc","Ubisoft",0.08,0,0,0.01,0.08,NA,NA,NA
"My Farm Around the World","DS",9814,"2008","Simulation","Atari",0.11,0,0,0.01,0.12,NA,NA,NA
"My Fashion Studio","DS",4351,"2007","Misc","Ubisoft",0.41,0.01,0,0.03,0.45,NA,NA,NA
"My First Dollhouse","DS",10428,"2010","Misc","505 Games",0.1,0,0,0.01,0.1,NA,NA,NA
"My First Songs","Wii",11580,"2010","Misc","Mindscape",0,0.07,0,0.01,0.08,NA,NA,NA
"My Fitness Coach","Wii",679,"2008","Sports","Ubisoft",1.2,0.9,0,0.24,2.34,NA,NA,NA
"My Fitness Coach 2: Exercise and Nutrition","Wii",7520,"2009","Sports","Black Bean Games",0.14,0.04,0,0.02,0.2,NA,NA,NA
"My Fitness Coach: Club","PS3",9147,"2011","Sports","Ubisoft",0,0.1,0,0.04,0.14,NA,NA,NA
"My Fitness Coach: Club","Wii",12504,"2011","Sports","Ubisoft",0,0.05,0,0.01,0.06,NA,NA,NA
"My French Coach","DS",8204,"2007","Misc","Ubisoft",0.15,0.02,0,0.01,0.18,NA,NA,NA
"My Friends","DS",11533,"2009","Misc","Oxygen Interactive",0.07,0,0,0.01,0.08,NA,NA,NA
"My Frogger: Toy Trials","DS",14775,"2006","Action","Konami Digital Entertainment",0.02,0,0,0,0.03,66,"6","Nov 13, 2006"
"My Fun Facts Coach","DS",11728,"2008","Misc","Ubisoft",0.07,0,0,0.01,0.08,NA,NA,NA
"My Healthy Cooking Coach","DS",10561,"N/A","Simulation","Unknown",0.09,0,0,0.01,0.1,NA,NA,NA
"My Hero Academia: Battle for All","3DS",14617,"2016","Action","Namco Bandai Games",0,0,0.03,0,0.03,NA,NA,NA
"My Hero: Doctor","DS",15578,"2009","Action","Majesco Entertainment",0.02,0,0,0,0.02,NA,NA,NA
"My Horse & Me","DS",5166,"2007","Sports","Atari",0.33,0,0,0.03,0.36,NA,NA,NA
"My Horse & Me","Wii",5640,"2007","Sports","Atari",0.27,0.02,0,0.03,0.32,NA,NA,NA
"My Horse & Me: Riding for Gold","DS",12066,"2008","Sports","Atari",0.05,0.01,0,0.01,0.07,NA,NA,NA
"My Horse & Me: Riding for Gold","Wii",12812,"2008","Sports","Atari",0.04,0.02,0,0,0.06,NA,NA,NA
"My Japanese Coach","DS",6240,"2008","Misc","Ubisoft",0.25,0,0,0.02,0.28,NA,NA,NA
"My Little Baby","DS",16033,"2008","Simulation","CDV Software Entertainment",0,0.01,0,0,0.01,NA,NA,NA
"My Little Pony: Pinkie Pie's Party","DS",2639,"2008","Adventure","THQ",0.72,0,0,0.06,0.78,NA,NA,NA
"My Little Sister Can't Be This Cute Portable","PSP",10276,"2012","Action","Namco Bandai Games",0,0,0.11,0,0.11,NA,NA,NA
"My Make-Up","DS",11198,"2008","Misc","Oxygen Interactive",0.08,0,0,0.01,0.09,NA,NA,NA
"My Pet Chimp","DS",12286,"2010","Simulation","505 Games",0.06,0,0,0,0.06,NA,NA,NA
"My Pet Shop","DS",12277,"2008","Simulation","Square Enix",0.06,0,0,0,0.06,60,"tbd","Mar 9, 2009"
"My Pet Shop (JP sales)","DS",14342,"2008","Simulation","Square Enix",0,0,0.03,0,0.03,NA,NA,NA
"My SAT Coach with The Princeton Review","DS",10064,"2008","Misc","Ubisoft",0.1,0,0,0.01,0.11,NA,NA,NA
"My Secret World by Imagine","DS",7665,"2008","Misc","Ubisoft",0,0.2,0,0,0.2,NA,NA,NA
"My Spanish Coach","DS",4447,"2007","Misc","Ubisoft",0.4,0.01,0,0.03,0.44,73,"tbd","Nov 6, 2007"
"My Spanish Coach","PSP",9400,"2008","Misc","Ubisoft",0.12,0,0,0.01,0.13,NA,NA,NA
"My Stop Smoking Coach: Allen Carr's EasyWay","DS",11159,"2008","Misc","Ubisoft",0.07,0.01,0,0.01,0.09,NA,NA,NA
"My Street","PS2",6914,"2003","Misc","Sony Computer Entertainment",0.12,0.09,0,0.03,0.24,46,"3.6","Mar 9, 2003"
"My Virtual Tutor: Reading Adventure First to Second Grade","DS",4778,"2009","Misc","Mentor Interactive",0.38,0,0,0.03,0.41,NA,NA,NA
"My Virtual Tutor: Reading Adventure Kindergarten to First","DS",6423,"2009","Misc","Mentor Interactive",0.25,0,0,0.02,0.27,NA,NA,NA
"My Virtual Tutor: Reading Adventure Pre-K to Kindergarten","DS",5808,"2009","Misc","Mentor Interactive",0.29,0,0,0.02,0.31,NA,NA,NA
"My Weight Loss Coach","DS",2165,"2008","Sports","Ubisoft",0.3,0.54,0,0.11,0.96,NA,NA,NA
"My Word Coach","DS",1333,"2007","Misc","Ubisoft",0.37,0.9,0,0.18,1.45,71,"6.8","Nov 6, 2007"
"My Word Coach","Wii",3878,"2007","Misc","Ubisoft",0.46,0.02,0,0.04,0.51,NA,NA,NA
"My World, My Way (US sales)","DS",14072,"2008","Role-Playing","Global A Entertainment",0.04,0,0,0,0.04,NA,NA,NA
"Myself; Yourself","PS2",16268,"2007","Adventure","Yeti",0,0,0.01,0,0.01,NA,NA,NA
"MySims","DS",338,"2007","Simulation","Electronic Arts",1.59,1.61,0.08,0.41,3.69,67,"6.8","Sep 18, 2007"
"MySims","PC",14731,"2008","Simulation","Electronic Arts",0,0.02,0,0,0.03,70,"6.4","Oct 28, 2008"
"MySims","Wii",1082,"2007","Simulation","Electronic Arts",0.91,0.55,0.04,0.17,1.68,NA,NA,NA
"MySims Agents","DS",1901,"2009","Adventure","Electronic Arts",0.55,0.43,0,0.11,1.08,NA,NA,NA
"MySims Agents","Wii",1986,"2009","Adventure","Electronic Arts",0.62,0.32,0,0.1,1.05,NA,NA,NA
"MySims Collection","Wii",9231,"2010","Misc","Electronic Arts",0.13,0,0,0.01,0.14,NA,NA,NA
"MySims Kingdom","DS",1173,"2008","Simulation","Electronic Arts",0.81,0.6,0.01,0.17,1.58,58,"tbd","Oct 28, 2008"
"MySims Kingdom","Wii",1221,"2008","Simulation","Electronic Arts",0.71,0.65,0.01,0.17,1.53,NA,NA,NA
"MySims Party","DS",5891,"2009","Simulation","Electronic Arts",0.15,0.12,0,0.03,0.3,64,"tbd","Mar 10, 2009"
"MySims Party","Wii",7102,"2009","Simulation","Electronic Arts",0.18,0.03,0,0.02,0.23,NA,NA,NA
"MySims Racing","DS",3235,"2009","Racing","Electronic Arts",0.26,0.29,0,0.07,0.63,67,"7.5","Jun 12, 2009"
"MySims Racing","Wii",4159,"2009","Racing","Electronic Arts",0.19,0.23,0,0.05,0.47,NA,NA,NA
"MySims SkyHeroes","DS",5546,"2010","Action","Electronic Arts",0.22,0.08,0,0.03,0.33,NA,NA,NA
"MySims SkyHeroes","PS3",10075,"2010","Action","Electronic Arts",0.08,0.02,0,0.01,0.11,62,"tbd","Sep 28, 2010"
"MySims SkyHeroes","Wii",5767,"2010","Action","Electronic Arts",0.18,0.1,0,0.03,0.31,NA,NA,NA
"MySims SkyHeroes","X360",10769,"2010","Action","Electronic Arts",0.09,0,0,0.01,0.1,56,"5.5","Sep 28, 2010"
"Myst","DS",10498,"2007","Adventure","Midway Games",0.09,0,0,0.01,0.1,43,"3","May 13, 2008"
"Myst","PC",522,"1994","Adventure","Red Orb",0.02,2.79,0,0,2.81,NA,NA,NA
"Myst","PS",11742,"1995","Adventure","Psygnosis",0,0,0.07,0,0.07,NA,NA,NA
"Myst","PSP",15944,"2006","Adventure","Midway Games",0,0.01,0,0,0.02,NA,NA,NA
"Myst","SAT",12763,"1994","Adventure","Sunsoft",0,0,0.06,0,0.06,NA,NA,NA
"Myst III: Exile","PS2",6251,"2002","Adventure","Ubisoft",0.14,0.11,0,0.04,0.28,57,"7","Sep 22, 2002"
"Myst III: Exile","XB",12659,"2002","Adventure","Ubisoft",0.04,0.01,0,0,0.06,NA,NA,NA
"Myst IV: Revelation","PC",16594,"2004","Adventure","Ubisoft",0.01,0,0,0,0.01,NA,NA,NA
"Myst IV: Revelation","XB",12955,"2005","Adventure","Ubisoft",0.04,0.01,0,0,0.05,NA,NA,NA
"Mystereet","PS2",16507,"2006","Adventure","Yeti",0,0,0.01,0,0.01,NA,NA,NA
"Mystery Case Files: MillionHeir","DS",1537,"2008","Adventure","Nintendo",0.76,0.4,0,0.12,1.29,65,"tbd","Sep 8, 2008"
"Mystery Case Files: Ravenhearst","PC",14270,"2007","Puzzle","Focus Home Interactive",0.01,0.02,0,0.01,0.03,NA,NA,NA
"Mystery Case Files: The Malgrave Incident","Wii",4923,"2011","Adventure","Nintendo",0.19,0.17,0,0.03,0.39,NA,NA,NA
"Mystery Dungeon: Shiren the Wanderer","DS",3773,"2006","Role-Playing","Sega",0.18,0,0.33,0.02,0.53,69,"8.2","Mar 4, 2008"
"Mystery Dungeon: Shiren the Wanderer","SNES",4857,"1995","Role-Playing","ChunSoft",0,0,0.4,0,0.4,NA,NA,NA
"Mystery Legends: Beauty and the Beast","PC",16148,"2012","Puzzle","Focus Multimedia",0,0.01,0,0,0.01,NA,NA,NA
"Mystery P.I. - Portrait of a Thief","DS",9999,"2008","Adventure","Unknown",0.11,0,0,0.01,0.11,NA,NA,NA
"Mystery Stories: Curse of the Ancient Spirits","DS",10812,"2011","Adventure","GSP",0.05,0.04,0,0.01,0.1,NA,NA,NA
"Mystery Tales 2: The Spirit Mask","DS",15338,"2011","Puzzle","Unknown",0,0.02,0,0,0.02,NA,NA,NA
"Mystery Tales of Time Travel","DS",7785,"2010","Puzzle","Foreign Media Games",0.01,0.16,0,0.02,0.19,NA,NA,NA
"Mystery Trackers: The Void","PC",14645,"2011","Puzzle","Focus Home Interactive",0,0.02,0,0.01,0.03,NA,NA,NA
"Mystic Ark","SNES",9548,"1995","Role-Playing","Enix Corporation",0,0,0.13,0,0.13,NA,NA,NA
"Mystic Heroes","GC",11081,"2002","Action","Tecmo Koei",0.03,0.01,0.04,0,0.09,67,"8.2","Sep 30, 2002"
"Mystic Heroes","PS2",12368,"2002","Action","Tecmo Koei",0.03,0.02,0,0.01,0.06,67,"8.6","Nov 24, 2002"
"Mystical Ninja starring Goemon","N64",5207,"1997","Action","Konami Digital Entertainment",0.07,0.02,0.23,0.04,0.36,NA,NA,NA
